,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Lawrence Hill,0.8674046267302495,0.8990268282326394,0.8957751488123896,0.8773907817917778,0.9039880617645817,0.9033701110428104,0.8981062869721448,0.9002401077137191,0.9197922918030496,0.9118715584109233,0.9093952041857637,0.8985487677537576,0.9042534520221523,0.9048798589926551,0.9099330359909921
Hengrove and Whitchurch Park,0.9390454101539457,0.9772181806297487,0.9756215384034566,0.966113881706343,0.9673956532720421,0.9701457163904625,0.9785619459735185,0.981157457431766,0.973431361510092,0.9733229295570206,0.9733091424977734,0.9741875618637049,0.962761005813413,0.9686189870743699,0.965718238470469
Hotwells and Harbourside,0.7341618005759618,0.5425386533213052,0.7149448645825502,0.6496294107548692,0.7787516971769362,0.7398995737882839,0.7426461012662005,0.7322773676204202,0.6886989902926224,0.6894877981428211,0.07785135614431993,0.16456825241627204,0.3212469430268535,-0.004322884584713194,0.04701488485857486
St George Central,0.81594418282702,0.9652011819204009,0.9829292694282985,0.9889217362707472,0.9903478836029552,0.9931428798101852,0.9897679914272149,0.9870110814489308,0.9850940541311454,0.9858602182580193,0.9866082360891397,0.9863942738471129,0.9845641317729639,0.9809865702809464,0.9746278318163669
Stockwood,0.9210479665749046,0.9290182704543011,0.9260258368514098,0.9162489097940867,0.9780476054657585,0.9682873610814958,0.9716607819791964,0.9794849411299991,0.9746871710590544,0.9711901365349277,0.9718353166186345,0.9685778775852419,0.9798743944285876,0.9631347034338594,0.9466512812992036
Southmead,0.9011826931900898,0.849799391734753,0.9606021438600507,0.9588783566973881,0.9718026599569826,0.9710031768904483,0.9689634777160818,0.9677092779222805,0.9679693661408497,0.9674321439478425,0.9712795912323956,0.9726002068303048,0.9712207583056502,0.9633768890797564,0.9594743096921574
Stoke Bishop,0.7530410878762424,0.7371670170844973,0.7017976587258694,0.7085351557519202,0.6553787596403233,0.7047437102451193,0.6665045840416057,0.7534111334107858,0.734778013961638,0.7224522053668898,0.708923757219831,0.604745062540208,0.70562187183281,0.7183930039504445,0.7674905105371265
Westbury-on-Trym and Henleaze,0.9553078576468096,0.9528978245933444,0.9511130552747348,0.9544756779628052,0.9487642649176373,0.9510984889619047,0.9243394940007016,0.9452794698150916,0.9373254114219984,0.9378645284738675,0.936035949429985,0.9351855382410985,0.9134773315505919,0.9324294247466827,0.8898029793736906
Windmill Hill,0.9696970372219164,0.9778981723843625,0.961894282262575,0.968779966121165,0.9608111174324312,0.9654440096478812,0.9584892555661569,0.9662324640140308,0.9641131640279741,0.9638266926651741,0.963384385916067,0.9502459331665798,0.9604811283894564,0.9648776076194023,0.9624256917205101
Southville,0.7859380053244434,0.7327795424718964,0.8059024694479636,0.8054142041591964,0.8026375360060932,0.7630186308266357,0.7356231197524641,0.8278531841203196,0.8371225804850845,0.8304350959477783,0.8019855693600197,0.7815837946949659,0.830420703897596,0.7861944367496241,0.7882918486643493
St George Troopers Hill,0.9627837684530378,0.9666365132286242,0.9653304549985434,0.9494486328770034,0.9459482038683413,0.93572498433665,0.9267362479834518,0.9273904863596469,0.9284940771017762,0.9242332222585253,0.9156147567119064,0.9195184332315295,0.9238637596564221,0.8770365666254812,0.8927938333107741
St George West,0.9148567792707659,0.9478694558805765,0.9483874470179184,0.9497146287696079,0.9538862187846855,0.9551824736504994,0.9517992453250135,0.9530312854117337,0.93120918633803,0.9313856839459015,0.9324425151279004,0.9344469615900896,0.9380009120620789,0.9410288503583455,0.9274099187366749
